microRNA ID	P-value (EV CL1-0 vs. CE CL1-0)	FDR step up (EV CL1-0 vs. CE CL1-0)	Ratio (EV CL1-0 vs. CE CL1-0)	Log2(Ratio) (EV CL1-0 vs. CE CL1-0)	Fold change (EV CL1-0 vs. CE CL1-0)	LSMean(EV CL1-0) (EV CL1-0 vs. CE CL1-0)	LSMean(CE CL1-0) (EV CL1-0 vs. CE CL1-0)
hsa-miR-20b-5p	1.1454775414281972E-4	4.536989477813644E-4	0.08399447430873112E0	-3.5735617684262566E0	-11.905545075791387E0	6715.82678979823E0	79955.57860059563E0
hsa-miR-5583-3p	1.167239632622754E-4	4.5916266751761214E-4	0.004354102616691752E0	-7.843408875563219E0	-229.66845020290316E0	0.009999999999999787E0	2.296684504137577E0
hsa-miR-766-5p	1.1744259647727703E-4	4.5916266751761214E-4	0.002449550419627221E0	-8.673267297430979E0	-408.2381779070229E0	0.009999999999990905E0	4.082381783211119E0
hsa-miR-1268a	1.1930303691883151E-4	4.634464126462301E-4	0.0015471945037029281E0	-9.336129709795847E0	-646.3311481566682E0	0.010000000000019327E0	6.463311488642489E0
hsa-miR-2682-3p	1.2612181658450556E-4	4.8681414554274123E-4	0.0017801242366738978E0	-9.133806352808243E0	-561.7585443746704E0	0.009999999999999787E0	5.61758544975262E0
hsa-miR-21-5p	1.321032058646378E-4	5.044555129577118E-4	0.2041217627247183E0	-2.292498089384678E0	-4.89903666640688E0	29439.25954236742E0	144224.01196862862E0
hsa-miR-139-3p	1.3235713953840952E-4	5.044555129577118E-4	0.0017041351871103008E0	-9.196744497198386E0	-586.8079055956225E0	0.010000000000019327E0	5.86807906228465E0
hsa-miR-142-3p	1.3384057232059291E-4	5.069211676642457E-4	233.86056838305024E0	7.869504816775322E0	233.86056838305024E0	5936.377930612395E0	25.384261939450198E0
hsa-miR-1305	1.3494599880427754E-4	5.079333868036782E-4	0.001708829745007609E0	-9.192775619812442E0	-585.1958060313067E0	0.009999999999999787E0	5.851958066609953E0
hsa-miR-148a-5p	1.3669499254714308E-4	5.1134052767635E-4	0.0013536998880498508E0	-9.528876352257923E0	-738.7161724897583E0	0.010000000000019327E0	7.3871617331514585E0
hsa-miR-3909	1.3916668506313152E-4	5.173927064310288E-4	0.0028048338604875164E0	-8.477868966858104E0	-356.5273558934386E0	0.009999999999999787E0	3.5652735624723766E0
hsa-miR-6733-5p	1.58090644378261E-4	5.841642103245498E-4	0.0025575366642565066E0	-8.611029362399444E0	-391.00123723571596E0	0.009999999999999787E0	3.910012376298198E0
hsa-miR-484	1.6057285009616243E-4	5.897402858077238E-4	4.935458346628466E-4	-10.984528308301975E0	-2026.1542693053518E0	0.009999999999990905E0	20.26154271908706E0
hsa-miR-130a-3p	2.0096292246349898E-4	7.336357289932553E-4	0.13028741842253977E0	-2.940230322230741E0	-7.675338203086229E0	1769.4315165469525E0	13580.985321371743E0
hsa-miR-411-5p	2.0605935011334988E-4	7.477363243634133E-4	336.05306415385314E0	8.392545248216528E0	336.05306415385314E0	487.59903868543483E0	1.450958465247595E0
hsa-miR-105-3p	2.169339017472014E-4	7.825115741595479E-4	0.0014167227875166565E0	-9.463226793308218E0	-705.8543907187933E0	0.009999999999990905E0	7.058543915000328E0
hsa-miR-29c-3p	2.3011422988205324E-4	8.251433331865341E-4	0.22483169220337978E0	-2.153082683163011E0	-4.447771531672737E0	2076.0859170375993E0	9233.95584143373E0
hsa-miR-30e-3p	2.3242536644802E-4	8.285280709852948E-4	0.2594904476858836E0	-1.9462466635483482E0	-3.853706403907833E0	849.9637455827669E0	3275.5107301880116E0
hsa-let-7i-5p	2.587852159810294E-4	9.170984847047005E-4	11.53203237032983E0	3.527574886472845E0	11.53203237032983E0	15632.448397914399E0	1355.5675087835698E0
hsa-miR-766-3p	2.6897460218277934E-4	9.4319915975935E-4	0.003785837711591255E0	-8.045171716647603E0	-264.1423315474562E0	0.010000000000005116E0	2.641423317963394E0
hsa-miR-4775	2.6926312646595305E-4	9.4319915975935E-4	0.0027325997366047365E0	-8.515510131169622E0	-365.95187601185347E0	0.009999999999999787E0	3.659518763766176E0
hsa-miR-2116-5p	3.1875953313360324E-4	0.0011101625119480664E0	0.0035539220501621437E0	-8.136372246254922E0	-281.3792722196527E0	0.009999999999999787E0	2.8137927248763104E0
hsa-miR-7977	3.2772424900361893E-4	0.0011348622565496747E0	22.110997877297347E0	4.4666922308575225E0	22.110997877297347E0	1686.1137721908021E0	76.25679223823988E0
hsa-miR-4516	3.469715056114663E-4	0.0011946859795485714E0	2039.3509739147876E0	10.993894370341447E0	2039.3509739147876E0	9890.818824471531E0	4.84998361648195E0
hsa-miR-3928-3p	3.612263424873257E-4	0.0012360563066323741E0	0.0030167915097868074E0	-8.372769289267998E0	-331.4779946694655E0	0.009999999999990905E0	3.3147799499403447E0
hsa-miR-221-5p	3.6306604386231455E-4	0.0012360563066323741E0	73.9619975103191E0	6.2087122833844255E0	73.9619975103191E0	320.46811946537923E0	4.3328753957431445E0
hsa-miR-3195	3.980964659777503E-4	0.001347745577555959E0	1000000.0E0	19.931568569324174E0	1000000.0E0	11662.22206304951E0	0.009999999999763531E0
hsa-miR-501-3p	4.42820034969503E-4	0.0014908274510639934E0	51.13683096777153E0	5.676290852089079E0	51.13683096777153E0	794.253439176082E0	15.531925299573686E0
hsa-miR-9-5p	4.5082837500160243E-4	0.0015094032886793982E0	0.05168647325016444E0	-4.274069424288563E0	-19.34742181305277E0	431.88873227875047E0	8355.933483882056E0
hsa-miR-1307-3p	4.7864116704303975E-4	0.0015937172924619897E0	16.8548892285718E0	4.0750952407550045E0	16.8548892285718E0	1337.5527842682022E0	79.35696078991782E0
hsa-miR-1292-5p	4.93299645714122E-4	0.0016335496464631582E0	270.48144510108006E0	8.079385819025308E0	270.48144510108006E0	849.9637455827672E0	3.1424105430274523E0
hsa-miR-374a-5p	5.216716306880686E-4	0.001712074392785142E0	0.09711666973075389E0	-3.364137239405418E0	-10.296893445506301E0	585.2159325240718E0	6025.9061021858915E0
hsa-miR-340-5p	5.226629746951341E-4	0.001712074392785142E0	0.05838459339543519E0	-4.098268470744674E0	-17.127806187277226E0	209.04750665200936E0	3580.5251795868107E0
hsa-miR-30c-5p	5.276241710962556E-4	0.0017190335897007039E0	0.19111792059625135E0	-2.387465032724913E0	-5.232371704757939E0	640.9262389307582E0	3353.564318355421E0
hsa-miR-668-3p	5.681226267252369E-4	0.0018279679013279498E0	248085.26366729007E0	17.920476515731103E0	248085.26366729007E0	2480.8526418746405E0	0.009999999999990905E0
hsa-miR-675-5p	5.70108800909212E-4	0.0018279679013279498E0	0.004507427639357056E0	-7.793479953332519E0	-221.85602964946125E0	0.009999999999999787E0	2.218560298518466E0
hsa-miR-103a-2-5p	5.70108800909212E-4	0.0018279679013279498E0	0.004507427639357056E0	-7.793479953332519E0	-221.85602964946125E0	0.009999999999999787E0	2.218560298518466E0
hsa-miR-142-5p	6.304000197144031E-4	0.0020106442734048858E0	322.33403451096194E0	8.332412717073328E0	322.33403451096194E0	1588.4968783521642E0	4.928107822100969E0
hsa-miR-223-3p	6.786808347906419E-4	0.002146059939153293E0	242464.68998856895E0	17.88741513807677E0	242464.68998856895E0	2424.646904960199E0	0.009999999999990905E0
hsa-miR-26a-5p	6.799397827020335E-4	0.002146059939153293E0	0.5191796096941641E0	-0.9456943709701239E0	-1.9261157051007365E0	3566.955901551125E0	6870.369782139909E0
hsa-miR-25-5p	6.851714760195599E-4	0.0021513674324759235E0	12.109460193541793E0	3.5980626499726274E0	12.109460193541793E0	1226.1321714548321E0	101.25407337251454E0
hsa-miR-744-5p	7.659043302994814E-4	0.002392464042069514E0	5.411963516325553E0	2.4361521137058744E0	5.411963516325553E0	1853.2446914108582E0	342.43480860355885E0
hsa-miR-4449	8.924480377742715E-4	0.0027734539020061975E0	9110.549006741383E0	13.15332227891313E0	9110.549006741383E0	3943.619757930946E0	0.43286301944493744E0
hsa-miR-23b-5p	9.248376876959557E-4	0.0028594471364476997E0	0.0015324931398525959E0	-9.349903668901197E0	-652.5314691432719E0	0.010000000000019327E0	6.525314698586925E0
hsa-miR-214-3p	0.00100696780942673E0	0.0030975761041248644E0	12.499168905976147E0	3.6437602653676633E0	12.499168905976147E0	529.5056261173879E0	42.36326669994641E0
hsa-miR-874-5p	0.0011404782206669442E0	0.0034905545541624654E0	0.002061862637325074E0	-8.921836062068076E0	-484.9983611407473E0	0.010000000000019327E0	4.849983616481865E0
hsa-miR-3182	0.0011893127269067682E0	0.003621726193494982E0	225.90568143980045E0	7.81957674417971E0	225.90568143980045E0	14183.98043134059E0	62.787178825945375E0
hsa-miR-125b-5p	0.0013235311978723307E0	0.004010299529553162E0	0.30807925296530236E0	-1.698626564901837E0	-3.24591802393336E0	18963.740215879574E0	61554.74618015242E0
hsa-let-7b-5p	0.001336963754987993E0	0.004030845947874247E0	8.053838895625844E0	3.009676613728131E0	8.053838895625844E0	3441.236139255265E0	427.2789886462615E0
hsa-miR-100-5p	0.0013872038478204246E0	0.004161611543461274E0	2.074309745753488E0	1.0526313402921994E0	2.074309745753488E0	2995.5536880017826E0	1444.120721972773E0
hsa-miR-29b-3p	0.0013962148977964288E0	0.004168010975687861E0	0.14704521903631732E0	-2.7656682170529E0	-6.800629129961848E0	2368.441168045756E0	16106.890005227164E0
hsa-miR-3129-3p	0.0014667293557500006E0	0.004357048968551472E0	1.6309494638390377E-4	-12.582000299767188E0	-6131.397827901627E0	0.010000000000005116E0	61.313978369349286E0
hsa-miR-4488	0.0014834809016788255E0	0.004385314275206675E0	321.8694977421079E0	8.33033205475049E0	321.8694977421079E0	905.6740519894524E0	2.8137927248762935E0
hsa-miR-22-3p	0.0015972899312339012E0	0.004696824648714751E0	4.33413235367993E0	2.115743210441771E0	4.33413235367993E0	849.9637455827667E0	196.10931923908583E0
hsa-miR-15b-5p	0.001604360894858009E0	0.004696824648714751E0	0.20197030096895055E0	-2.3077849296077426E0	-4.951223002602411E0	1072.8049712095053E0	5311.696652193599E0
hsa-miR-155-5p	0.0018207268558532493E0	0.005304617666572448E0	84.68574693012846E0	6.404047271486841E0	84.68574693012846E0	710.4402643121762E0	8.389136183279788E0
hsa-miR-9901	0.001975105409777117E0	0.005726860661841786E0	3669.7449419156937E0	11.841464079659564E0	3669.7449419156937E0	1588.496878352164E0	0.4328630194449232E0
hsa-miR-425-5p	0.0020104995086734057E0	0.005801727153600399E0	3.7690345696622827E0	1.914195027491423E0	3.7690345696622827E0	2647.4881305869403E0	702.4313736212177E0
hsa-miR-16-5p	0.002033219235797178E0	0.0058394827340904724E0	0.2813355786364911E0	-1.8296360826660885E0	-3.5544740016408762E0	23729.200850936068E0	84344.82752243063E0
hsa-miR-423-5p	0.002116871641004574E0	0.006051057615324395E0	6.224608159734117E0	2.6379830221122695E0	6.224608159734117E0	3747.890539745912E0	602.1086697204573E0
hsa-miR-3129-5p	0.0021868240913179237E0	0.006221668541496065E0	1.0678907385275378E-4	-13.192948334629067E0	-9364.253887798024E0	0.009999999999990905E0	93.64253902250614E0
hsa-let-7d-5p	0.002334001456828893E0	0.006609368611393968E0	37.4880620773436E0	5.228359343194903E0	37.4880620773436E0	2020.87104113867E0	53.907055417602805E0
hsa-miR-320a-3p	0.0023786959343837406E0	0.006704603424356032E0	4.014623069700533E0	2.005264540419725E0	4.014623069700533E0	1713.7212101402665E0	426.8697658497358E0
hsa-miR-320c	0.0024758376521482085E0	0.006946100079638029E0	26.42666719516775E0	4.723922585542748E0	26.42666719516775E0	264.75781305869396E0	10.018585051114854E0
hsa-miR-20a-5p	0.0025921836665094857E0	0.007239001391266122E0	0.23265768441917664E0	-2.1037192564259755E0	-4.298160202601826E0	2912.235943645639E0	12517.256636646622E0
hsa-miR-4454	0.0028242825612644694E0	0.007850987303331508E0	151.9525619678251E0	7.247477189130602E0	151.9525619678251E0	1755.6277975722196E0	11.553788717656374E0
hsa-miR-19a-3p	0.0030111699414857554E0	0.008332278468220858E0	0.07947094861118335E0	-3.6534286244012493E0	-12.583214589428941E0	529.5056261173886E0	6662.882922594404E0
hsa-miR-148b-3p	0.003209547769835117E0	0.008840845220545823E0	0.2738438322348065E0	-1.868574707872981E0	-3.6517163517583016E0	2731.3013054508483E0	9973.937640875201E0
hsa-miR-494-3p	0.003240462613131498E0	0.008885612414288181E0	2049.5123283540743E0	11.001064952849852E0	2049.5123283540743E0	1240.4313209373204E0	0.6052324263578157E0
hsa-miR-101-3p	0.0032788653092058594E0	0.008950416114318698E0	0.340176625598214E0	-1.5556440817287471E0	-2.9396493608032612E0	585.2159325240732E0	1720.3296422895387E0
hsa-miR-29a-3p	0.0036881961633464196E0	0.010022631726403275E0	0.25647976868854233E0	-1.9630830654053273E0	-3.8989430047964357E0	17986.084985969937E0	70126.72025583588E0
hsa-miR-99b-3p	0.0037921793158486035E0	0.010240357306238755E0	5.671283043642925E0	2.5036751604408467E0	5.671283043642925E0	905.6740519894524E0	159.6947365797978E0
hsa-miR-31-5p	0.0038021128612272604E0	0.010240357306238755E0	1172.4440989692534E0	10.195303422701313E0	1172.4440989692534E0	1003.2909458280908E0	0.8557260388898698E0
hsa-miR-106a-3p	0.003937861006544456E0	0.01055904322993779E0	6.850738343505396E-5	-13.833380990435176E0	-14596.966777281974E0	0.010000000000019327E0	145.96966800946367E0
hsa-miR-3621	0.004071199202043158E0	0.010867787702327257E0	1126.4511316582673E0	10.137569011778673E0	1126.4511316582673E0	487.599038685435E0	0.4328630194449943E0
hsa-miR-197-5p	0.004088870620677582E0	0.010867787702327257E0	529.4959509265866E0	9.048475841696833E0	529.4959509265866E0	320.46811946537923E0	0.6052324263578441E0
hsa-miR-27a-5p	0.004270501716264006E0	0.011300978340855842E0	3.6387725800868584E0	1.8634518868944536E0	3.6387725800868584E0	640.926238930758E0	176.13803135112585E0
hsa-miR-25-3p	0.004422769475707412E0	0.011653036096863877E0	0.35557056669520176E0	-1.4917921887183487E0	-2.8123812645527795E0	9782.370794704693E0	27511.75635073988E0
hsa-miR-296-5p	0.004602557472560053E0	0.01205451775471244E0	10.61354432515049E0	3.4078346103702524E0	10.61354432515049E0	264.75781305869396E0	24.945277924330696E0
hsa-miR-143-3p	0.004614930889592882E0	0.01205451775471244E0	493.32812373532107E0	8.946403724860897E0	493.32812373532107E0	4571.723138902485E0	9.267104213518792E0
hsa-miR-3657	0.0052821594838970976E0	0.013679438663425818E0	0.0015287163977964022E0	-9.353463496957847E0	-654.1435687099774E0	0.009999999999999787E0	6.541435694261597E0
hsa-miR-212-3p	0.0052821594838970976E0	0.013679438663425818E0	0.0015287163977964022E0	-9.353463496957847E0	-654.1435687099774E0	0.009999999999999787E0	6.541435694261597E0
hsa-miR-204-5p	0.005353854202312687E0	0.01380610913447442E0	0.0015700888575719471E0	-9.314938075385433E0	-636.9066280404302E0	0.009999999999999787E0	6.369066287348685E0
hsa-miR-127-3p	0.005549055869215887E0	0.014248846850613677E0	374.49850136671614E0	8.548816135227423E0	374.49850136671614E0	320.46811946537946E0	0.8557260388897703E0
hsa-miR-30a-3p	0.0057327401126405254E0	0.014658398769030204E0	0.3178792651114694E0	-1.6534491806337652E0	-3.145848470642884E0	2661.2918495616723E0	8372.020896498307E0
hsa-miR-4492	0.005919426258292797E0	0.015072152573636283E0	1497.7820194035905E0	10.548611960255599E0	1497.7820194035905E0	4472.619953540578E0	2.9861621317893423E0
hsa-miR-92b-5p	0.006326276197658339E0	0.016040683580673447E0	621.54373936507E0	9.279712110167038E0	621.54373936507E0	376.1784258720645E0	0.6052324263578441E0
hsa-miR-27a-3p	0.006918592123666626E0	0.01746944511225823E0	0.4045755292608281E0	-1.3055190337200437E0	-2.471726359295706E0	3803.6008461526E0	9401.460473111529E0
hsa-miR-299-5p	0.006976969868857344E0	0.017543749960695233E0	309.3955317121831E0	8.273308551321778E0	309.3955317121831E0	264.75781305869396E0	0.855726038889884E0
hsa-miR-17-5p	0.007160331963436244E0	0.017930418057199853E0	0.2580712580481566E0	-1.9541586205627088E0	-3.8748987685153145E0	473.79531971070264E0	1835.908901295271E0
hsa-miR-185-3p	0.007328700353022855E0	0.018276511991489098E0	0.0013860412828152044E0	-9.49481405631698E0	-721.4792318226544E0	0.009999999999990905E0	7.214792326238552E0
hsa-miR-6834-5p	0.007797541559997376E0	0.01936602534982955E0	182514.18192200686E0	17.47764904469587E0	182514.18192200686E0	1825.141822953637E0	0.00999999999999801E0
hsa-miR-200c-3p	0.00802424945851227E0	0.019847735395340554E0	35.66605574520046E0	5.156479774065464E0	35.66605574520046E0	2578.4695357132796E0	72.29477665199718E0
hsa-miR-5697	0.008118267696431843E0	0.01999865944730771E0	0.0021818012017563795E0	-8.84026463043694E0	-458.3369003532432E0	0.009999999999999787E0	4.583369008275153E0
hsa-miR-193a-5p	0.008239978005027338E0	0.02018819977629626E0	8.523484382820676E0	3.091443321787072E0	8.523484382820676E0	418.0850133040175E0	49.05095080544629E0
hsa-miR-346	0.008261837532213651E0	0.02018819977629626E0	0.002403553807405009E0	-8.700615183783553E0	-416.0505984593071E0	0.009999999999999787E0	4.16050598883022E0
hsa-miR-99b-5p	0.00941571871662528E0	0.022915363623594056E0	1.5527751505621075E0	0.6348489355497924E0	1.5527751505621075E0	3678.3765143644923E0	2368.904804252932E0
hsa-miR-128-3p	0.009661753472619002E0	0.023386098627320502E0	0.23667968807817522E0	-2.0789921960234814E0	-4.225119646387655E0	1100.9078396667283E0	4651.467343370039E0
hsa-miR-10401-3p	0.00968632137864265E0	0.023386098627320502E0	114231.89943445574E0	16.80160605621952E0	114231.89943445574E0	1142.3189965909255E0	0.00999999999999801E0
hsa-miR-532-5p	0.010169733802907468E0	0.02445578843080129E0	0.21329291158292954E0	-2.2290920738599893E0	-4.688388341546897E0	836.160026608035E0	3920.2429214395415E0
hsa-miR-125b-2-3p	0.010694677416959997E0	0.025616500058014857E0	3.3999923543024932E0	1.7655315021211302E0	3.3999923543024932E0	264.7578130586939E0	77.87012011040045E0
hsa-miR-361-5p	0.010851797559945874E0	0.025890509139083463E0	0.2256552082546148E0	-2.147808017704607E0	-4.431539638436639E0	473.79531971070264E0	2099.6427403316093E0
hsa-miR-590-3p	0.01104226567606698E0	0.026241619606653294E0	5.795989854390029E-6	-17.396513499797518E0	-172533.08323902168E0	0.009999999999763531E0	1725.3308358627673E0
hsa-miR-1246	0.01115520393918317E0	0.026406459324785157E0	520.3086023651259E0	9.023223749649224E0	520.3086023651259E0	5962.49907703859E0	11.4595435163626E0
hsa-miR-6724-5p	0.011674676541707816E0	0.0275286147248052E0	263.85032977778684E0	8.043575976483622E0	263.85032977778684E0	473.7953197107027E0	1.7956972790734653E0
hsa-miR-1228-5p	0.012053926400966503E0	0.028312710848781786E0	65472.99566795056E0	15.99861236941866E0	65472.99566795056E0	654.7299579054907E0	0.00999999999999801E0
hsa-miR-151a-3p	0.01222813383191912E0	0.028611000394374468E0	0.29358512028452194E0	-1.7681492446753166E0	-3.406167175744025E0	543.3093450921197E0	1850.6024579107789E0
hsa-miR-92a-3p	0.012892058967667873E0	0.03004841436310281E0	0.5655830348355549E0	-0.8221892490075401E0	-1.768086979997116E0	3148.8808882471094E0	5567.4953006072865E0
hsa-miR-455-3p	0.01317506740798223E0	0.030590386395544948E0	6.821116780725702E0	2.770007962433257E0	6.821116780725702E0	209.04750665200868E0	30.647108575377047E0
hsa-miR-5699-3p	0.013809834360077853E0	0.03182037879166228E0	0.0016817454029472891E0	-9.21582497009574E0	-594.6203261489414E0	0.009999999999999787E0	5.946203267903753E0
hsa-miR-3942-5p	0.013809834360077853E0	0.03182037879166228E0	0.0016817454029472891E0	-9.21582497009574E0	-594.6203261489414E0	0.009999999999999787E0	5.946203267903753E0
hsa-miR-192-5p	0.013918507812255676E0	0.031949302023586895E0	0.10036893798742906E0	-3.316615239394585E0	-9.963241816160766E0	376.1784258720645E0	3747.95662444113E0
hsa-miR-196a-5p	0.01464233403953833E0	0.03348397897343482E0	0.12737245730462834E0	-2.9728747482655984E0	-7.8509908748040065E0	515.7019071426548E0	4048.770968504926E0
hsa-miR-23b-3p	0.014790887803376562E0	0.03369653386784285E0	4.592335261102609E0	2.1992279690768233E0	4.592335261102609E0	2355.132879578782E0	512.8399267624554E0
hsa-miR-342-3p	0.014941661601602943E0	0.03391253532049207E0	3.0306576785877573E0	1.599630904812927E0	3.0306576785877573E0	1003.2909458280908E0	331.0472682971408E0
hsa-miR-93-3p	0.015280259548191833E0	0.03455163166494123E0	5.024390479767688E0	2.3289485902910876E0	5.024390479767688E0	418.0850133040176E0	83.21109095194629E0
hsa-miR-331-3p	0.016733685785509756E0	0.03769744827516324E0	2.8038578232516107E0	1.4874131956786893E0	2.8038578232516107E0	264.75781305869396E0	94.42626185145156E0
hsa-miR-29c-5p	0.01705313661911833E0	0.03827481774513225E0	1.0131632796710907E-4	-13.268845684394314E0	-9870.077410668062E0	0.010000000000019327E0	98.70077426017065E0
hsa-miR-449a	0.017702270648710407E0	0.03958515133992069E0	1.021078605066497E-4	-13.257618446953236E0	-9793.565304748263E0	0.010000000000019327E0	97.93565319965424E0
hsa-miR-21-3p	0.018106691863094125E0	0.04034064437145235E0	0.24585553425551002E0	-2.0241172640196003E0	-4.0674292853653276E0	543.3093450921187E0	2209.8723417639285E0
hsa-miR-98-5p	0.0189190750156998E0	0.041996188496388566E0	6.026527285637194E0	2.591326905772405E0	6.026527285637194E0	627.1225199560264E0	104.06034687014574E0
hsa-miR-107	0.019228402951181833E0	0.04252705178254084E0	0.3685574455263367E0	-1.4400385911251383E0	-2.7132812323785798E0	529.505626117388E0	1436.6976780253513E0
hsa-miR-106b-5p	0.01954435725206459E0	0.04306865634454961E0	4.2827265076393976E-5	-14.511110923911211E0	-23349.611473350687E0	0.009999999999990905E0	233.49611512990748E0
hsa-miR-449c-5p	0.02126426206039202E0	0.046544759506001655E0	0.0019910985874391617E0	-8.972219628099763E0	-502.23530181202295E0	0.009999999999999787E0	5.022353023394776E0
hsa-miR-628-5p	0.021275409873205378E0	0.046544759506001655E0	5.143068104307822E-5	-14.247011216508328E0	-19443.646860565626E0	0.009999999999990905E0	194.4364689297354E0
hsa-miR-660-5p	0.024519725292564205E0	0.05344947311976226E0	0.3407544899155781E0	-1.5531954282126728E0	-2.9346641925327233E0	891.87033301472E0	2617.339931156387E0
hsa-miR-181c-3p	0.025536738371435486E0	0.05546689409709643E0	2.3887853551009483E-4	-12.03143515365123E0	-4186.227941596455E0	0.009999999999990905E0	41.86227947488236E0
hsa-miR-203a-3p	0.02689871653689421E0	0.058216507933421036E0	11.739787703569052E0	3.553334414597899E0	11.739787703569052E0	696.6365453374456E0	59.33979068768895E0
hsa-miR-125a-5p	0.02776645491896338E0	0.059875819373730724E0	0.6449032295470293E0	-0.6328454005943164E0	-1.550620239105308E0	6618.209895959597E0	10262.33021208219E0
hsa-miR-99a-5p	0.027863005055102415E0	0.059875819373730724E0	0.3734339182817664E0	-1.4210751241669695E0	-2.6778499516090335E0	2270.824274207119E0	6080.92667380967E0
hsa-miR-139-5p	0.0282772018386163E0	0.0605511813222667E0	1.797647175755098E-4	-12.441602488695768E0	-5562.826863285628E0	0.010000000000019327E0	55.62826871397755E0
hsa-miR-181d-5p	0.02863508953074227E0	0.061040841113484935E0	3.5714841559424E-4	-11.451188658386371E0	-2799.956422419385E0	0.010000000000005116E0	27.99956426173903E0
hsa-miR-497-5p	0.02870732626624291E0	0.061040841113484935E0	1.8027106205980664E-4	-12.437544552238272E0	-5547.202022187235E0	0.010000000000019327E0	55.47202030273932E0
hsa-miR-3180	0.029216228480946682E0	0.061658457955224906E0	82.07023495072096E0	6.3587871783389245E0	82.07023495072096E0	209.04750665200876E0	2.5471781166696132E0
hsa-miR-106a-5p	0.029308222381078435E0	0.061658457955224906E0	7.831324989919919E-5	-13.640384055213154E0	-12769.23127679095E0	0.010000000000019327E0	127.69231297203777E0
hsa-miR-1301-3p	0.02938631678650128E0	0.061658457955224906E0	1.9020815168294472E-4	-12.360133302959015E0	-5257.398230055281E0	0.009999999999990905E0	52.57398237656922E0
hsa-miR-542-5p	0.029404776153564353E0	0.061658457955224906E0	3.4800857581401834E-4	-11.48858952137225E0	-2873.4924065044215E0	0.009999999999990905E0	28.734924103660415E0
hsa-miR-10a-5p	0.030106876892032338E0	0.06291299102266068E0	13.998716292963444E0	3.8072226304369803E0	13.998716292963444E0	3456.5261497532674E0	246.91736555517673E0
hsa-miR-363-3p	0.030215722817675008E0	0.06292346401206547E0	0.2991133820617E0	-1.7412356381172476E0	-3.3432138445538477E0	3804.5917071681106E0	12719.563670871672E0
hsa-miR-548ay-3p	0.030436050868985196E0	0.0631652288582364E0	1.9532200737415432E-4	-12.32185786943985E0	-5119.750782022341E0	0.009999999999990905E0	51.19750789402026E0
hsa-miR-130b-3p	0.030625686332110345E0	0.06334186319883574E0	0.49638476869775683E0	-1.0104692470688534E0	-2.0145662459052787E0	1003.290945828091E0	2021.1960745267197E0
hsa-miR-190a-5p	0.03230346537257432E0	0.0664329460334732E0	1.2441670940641856E-4	-12.972532124314666E0	-8037.505611351676E0	0.010000000000019327E0	80.37505623572065E0
hsa-miR-548a-3p	0.03233947042883596E0	0.0664329460334732E0	2.2522797702160933E-4	-12.116326334531843E0	-4439.945752849592E0	0.010000000000019327E0	44.39945759155194E0
hsa-miR-148a-3p	0.0328761867045476E0	0.06730732818566164E0	0.2387589794745138E0	-2.0663731024730385E0	-4.188324150994893E0	2634.1798421199637E0	11032.799053483543E0
hsa-miR-1-3p	0.03405393681956662E0	0.06927244605950533E0	5.192224391073345E-4	-10.91135964627145E0	-1925.9568244377788E0	0.009999999999990905E0	19.259568268958972E0
hsa-miR-505-3p	0.0340646681942782E0	0.06927244605950533E0	5.213371829435269E-4	-10.905495619682293E0	-1918.1444038844309E0	0.010000000000005116E0	19.18144406333986E0
hsa-miR-579-5p	0.034794045062661504E0	0.07051903447482566E0	4.551844556436174E-4	-11.101261088488386E0	-2196.9115763982527E0	0.010000000000005116E0	21.96911579254148E0
hsa-miR-629-3p	0.035250235401104266E0	0.07120547551023063E0	3.134837846622439E-4	-11.639321559783356E0	-3189.9576594605287E0	0.009999999999990905E0	31.89957663803723E0
hsa-miR-15a-3p	0.03556995016387673E0	0.07161259069537972E0	3.136422891478445E-4	-11.638592284922197E0	-3188.34555989553E0	0.009999999999990905E0	31.88345564236254E0
hsa-miR-642a-5p	0.0361927928364224E0	0.07262527304262244E0	1.3479203613574165E-4	-12.85697711868901E0	-7418.835924349084E0	0.010000000000019327E0	74.18835935528489E0
hsa-miR-24-3p	0.03638441887233408E0	0.07276883774466816E0	0.5917936605272984E0	-0.7568338528584263E0	-1.6897781552931517E0	1560.3940098949433E0	2636.7197118043496E0
hsa-miR-20a-3p	0.03677414469857151E0	0.07330635423465241E0	3.2915857208704226E-4	-11.568929610028102E0	-3038.049392605705E0	0.009999999999990905E0	30.38049396717041E0
hsa-miR-33b-5p	0.03745844420387003E0	0.07442563012309915E0	6.584498071292174E-4	-10.56863890985836E0	-1518.7186466951994E0	0.010000000000005116E0	15.187186485747862E0
hsa-miR-374a-3p	0.03966307838433974E0	0.0785484493493787E0	0.0132883863444213E0	-6.233690266066941E0	-75.25368198071828E0	55.72030640668527E0	4193.158221256534E0
hsa-miR-141-3p	0.040085837188417246E0	0.07912709230026337E0	40.034992828613454E0	5.323189642661403E0	40.034992828613454E0	6774.0142487437E0	169.2023344058486E0
hsa-miR-95-3p	0.041209936813573336E0	0.08108188866566701E0	0.2439629402080596E0	-2.0352660866024133E0	-4.098983227317917E0	362.3747068973323E0	1485.3678459302798E0
